PrefabName,NameToken,ItemType,MaxStack,Weight,Biome,ChecklistCategory,IncludeInChecklist
ArmorTrollLeatherChest,$item_chest_trollleather,Chest,1,5,BlackForest,Armor,true
ArmorTrollLeatherLegs,$item_legs_trollleather,Legs,1,5,BlackForest,Armor,true
ArmorTunic1,$item_chest_tunic1,Chest,1,10,Global,Armor,true
ArmorTunic10,$item_chest_tunic10,Chest,1,10,Global,Armor,true
ArmorTunic2,$item_chest_tunic2,Chest,1,10,Global,Armor,true
ArmorTunic3,$item_chest_tunic3,Chest,1,10,Global,Armor,true
ArmorTunic4,$item_chest_tunic4,Chest,1,10,Global,Armor,true
ArmorTunic5,$item_chest_tunic5,Chest,1,10,Global,Armor,true
ArmorTunic6,$item_chest_tunic6,Chest,1,10,Global,Armor,true
ArmorTunic7,$item_chest_tunic7,Chest,1,10,Global,Armor,true
ArmorTunic8,$item_chest_tunic8,Chest,1,10,Global,Armor,true
ArmorTunic9,$item_chest_tunic9,Chest,1,10,Global,Armor,true
ArmorWolfChest,$item_chest_wolf,Chest,1,15,Global,Armor,true
ArmorWolfLegs,$item_legs_wolf,Legs,1,15,Global,Armor,true
ArrowBronze,$item_arrow_bronze,Ammo,100,0.1,BlackForest,Weapons,true
ArrowCarapace,$item_arrow_carapace,Ammo,100,0.1,Mistlands,Weapons,true
ArrowCharred,$item_arrow_charred,Ammo,100,0.1,Ashlands,Weapons,true
ArrowFire,$item_arrow_fire,Ammo,100,0.1,Meadows,Weapons,true
ArrowFlint,$item_arrow_flint,Ammo,100,0.1,Meadows,Weapons,true
ArrowFrost,$item_arrow_frost,Ammo,100,0.1,Mountain,Weapons,true
ArrowIron,$item_arrow_iron,Ammo,100,0.1,Swamp,Weapons,true
ArrowNeedle,$item_arrow_needle,Ammo,100,0.1,Plains,Weapons,true
ArrowObsidian,$item_arrow_obsidian,Ammo,100,0.1,Mountain,Weapons,true
ArrowPoison,$item_arrow_poison,Ammo,100,0.1,Mountain,Weapons,true
ArrowSilver,$item_arrow_silver,Ammo,100,0.1,Mountain,Weapons,true
ArrowWood,$item_arrow_wood,Ammo,100,0.1,Meadows,Weapons,true
AskBladder,$item_askbladder,Material,50,0.5,Ashlands,Materials,true
AskHide,$item_askhide,Material,50,1,Ashlands,Materials,true
AsksvinCarrionNeck,$item_asksvincarrionneck,Material,50,2,Ashlands,Materials,true
AsksvinCarrionPelvic,$item_asksvincarrionpelvic,Material,50,2,Ashlands,Materials,true
AsksvinCarrionRibcage,$item_asksvincarrionribcage,Material,50,5,Ashlands,Materials,true
AsksvinCarrionSkull,$item_asksvincarrionskull,Material,50,2,Ashlands,Materials,true
AsksvinEgg,$item_asksvin_egg,Misc,20,1,Ashlands,Items,true
AsksvinMeat,$item_asksvin_meat,Material,20,1,Ashlands,Materials,true
AtgeirBlackmetal,$item_atgeir_blackmetal,TwoHandedWeapon,1,2.5,Plains,Weapons,true
AtgeirBronze,$item_atgeir_bronze,TwoHandedWeapon,1,2.5,BlackForest,Weapons,true
AtgeirHimminAfl,$item_atgeir_himminafl,TwoHandedWeapon,1,2.5,,Weapons,true
AtgeirIron,$item_atgeir_iron,TwoHandedWeapon,1,2.5,Swamp,Weapons,true
AtgeirWood,$item_atgeir_wood,TwoHandedWeapon,1,2.5,Meadows,Weapons,true
AxeBerzerkr,$item_axe_berzerkr,TwoHandedWeapon,1,2,,Weapons,true
AxeBerzerkrBlood,$item_axe_berzerkr_blood,TwoHandedWeapon,1,2,,Weapons,true
AxeBerzerkrLightning,$item_axe_berzerkr_lightning,TwoHandedWeapon,1,2,,Weapons,true
AxeBerzerkrNature,$item_axe_berzerkr_nature,TwoHandedWeapon,1,2,,Weapons,true
AxeBlackMetal,$item_axe_blackmetal,OneHandedWeapon,1,2,Plains,Weapons,true
AxeBronze,$item_axe_bronze,OneHandedWeapon,1,2,BlackForest,Weapons,true
AxeEarly,$item_axe_early,TwoHandedWeapon,1,2,,Weapons,true
AxeFlint,$item_axe_flint,OneHandedWeapon,1,1.5,Meadows,Weapons,true
AxeHead1,$item_axehead1,Material,10,2,,Materials,true
AxeHead2,$item_axehead2,Material,10,2,,Materials,true
AxeIron,$item_axe_iron,OneHandedWeapon,1,2,Swamp,Weapons,true
AxeJotunBane,$item_axe_jotunbane,OneHandedWeapon,1,2,Mistlands,Weapons,true
AxeStone,$item_axe_stone,OneHandedWeapon,1,1.5,Meadows,Weapons,true
AxeWood,$item_axe_wood,OneHandedWeapon,1,2,Meadows,Weapons,true
BarberKit,$item_barberkit,Misc,1,2,,Items,true
Barley,$item_barley,Material,100,0.2,Plains,Materials,true
BarleyFlour,$item_barleyflour,Misc,50,0.2,Plains,Items,true
BarleyWine,$item_barleywine,Consumable,10,1,Plains,Food,true
BarleyWineBase,$item_barleywinebase,Material,1,1,Plains,Materials,true
BarrelRings,$item_barrelrings,Misc,20,2,,Items,true
Battleaxe,$item_battleaxe,TwoHandedWeapon,1,2.5,,Weapons,true
BattleaxeBlackmetal,$item_battleaxe_blackmetal,TwoHandedWeapon,1,2.5,Plains,Weapons,true
BattleaxeCrystal,$item_battleaxe_crystal,TwoHandedWeapon,1,2.5,Mountain,Weapons,true
BattleaxeSkullSplittur,$item_battleaxe_skullsplittur,TwoHandedWeapon,1,2.5,,Weapons,true
BattleaxeWood,$item_battleaxe_wood,TwoHandedWeapon,1,2.5,Meadows,Weapons,true
BeechSeeds,$item_beechseeds,Material,100,0.1,Meadows,Materials,true
Bell,$item_bell,Misc,9,0.5,,Items,true
BellFragment,$item_bellfragment,Material,9,0.5,Ashlands,Materials,true
BeltStrength,$item_beltstrength,Utility,1,2,Global,Tools,true
Bilebag,$item_bilebag,Material,50,0.5,,Materials,true
BirchSeeds,$item_birchseeds,Material,100,0.1,,Materials,true
BjornHide,$item_bjornhide,Material,50,1,,Materials,true
BjornMeat,$item_bjorn_meat,Material,20,1,,Materials,true
BjornPaw,$item_bjornpaw,Material,50,0.5,,Materials,true
BlackCore,$item_blackcore,Material,20,1,Mistlands,Materials,true
BlackMarble,$item_blackmarble,Material,50,2,Mistlands,Materials,true
BlackMetal,$item_blackmetal,Material,30,12,Plains,Materials,true
BlackMetalScrap,$item_blackmetalscrap,Material,30,10,Plains,Materials,true
BlackSoup,$item_blacksoup,Consumable,10,1,,Food,true
Blackwood,$item_blackwood,Material,50,2,Ashlands,Materials,true
BlobVial,$item_blobvial,Material,10,1,Swamp,Materials,true
Bloodbag,$item_bloodbag,Material,50,0.5,Swamp,Materials,true
BloodPudding,$item_bloodpudding,Consumable,10,1,Plains,Food,true
Blueberries,$item_blueberries,Consumable,50,0.1,BlackForest,Food,true
BoarJerky,$item_boarjerky,Consumable,20,0.5,Meadows,Food,true
BoltBlackmetal,$item_bolt_blackmetal,Ammo,100,0.1,Plains,Weapons,true
BoltBone,$item_bolt_bone,Ammo,100,0.1,,Weapons,true
BoltCarapace,$item_bolt_carapace,Ammo,100,0.1,Mistlands,Weapons,true
BoltCharred,$item_bolt_charred,Ammo,100,0.1,Ashlands,Weapons,true
BoltIron,$item_bolt_iron,Ammo,100,0.1,Swamp,Weapons,true
BombBile,$item_bilebomb,OneHandedWeapon,50,0.3,,Weapons,true
BombBlob_Frost,$item_bombblob_frost,OneHandedWeapon,50,0.3,Mountain,Weapons,true
BombBlob_Lava,$item_bombblob_lava,OneHandedWeapon,50,0.3,Ashlands,Weapons,true
BombBlob_Poison,$item_bombblob_poison,OneHandedWeapon,50,0.3,Swamp,Weapons,true
BombBlob_PoisonElite,$item_bombblob_poisonelite,OneHandedWeapon,50,0.3,Swamp,Weapons,true
BombBlob_Tar,$item_bombblob_tar,OneHandedWeapon,50,0.3,Plains,Weapons,true
BombLava,$item_lavabomb,OneHandedWeapon,50,0.3,Ashlands,Weapons,true
BombOoze,$item_oozebomb,OneHandedWeapon,50,0.3,Swamp,Weapons,true
BombSiege,$item_catapult_ammo,Material,50,0.3,,Materials,true
BombSmoke,$item_smokebomb,OneHandedWeapon,50,0.3,,Weapons,true
BoneFragments,$item_bonefragments,Material,50,0.5,Meadows,Materials,true
BoneMawSerpentMeat,$item_bonemawmeat,Material,50,10,Ashlands,Materials,true
BonemawSerpentScale,$item_bonemawscale,Material,50,2,Ashlands,Materials,true
BonemawSerpentTooth,$item_bonemawtooth,Material,50,2,Ashlands,Materials,true
Bow,$item_bow,Bow,1,1.5,,Weapons,true
BowAshlands,$item_bow_ashlands,Bow,1,1.5,Ashlands,Weapons,true
BowAshlandsBlood,$item_bow_ashlandsblood,Bow,1,1.5,Ashlands,Weapons,true
BowAshlandsRoot,$item_bow_ashlandsroot,Bow,1,1.5,Ashlands,Weapons,true
BowAshlandsStorm,$item_bow_ashlandsstorm,Bow,1,1.5,Ashlands,Weapons,true
BowDraugrFang,$item_bow_draugrfang,Bow,1,1.5,Swamp,Weapons,true
BowFineWood,$item_bow_finewood,Bow,1,1.5,Meadows,Weapons,true
BowHuntsman,$item_bow_huntsman,Bow,1,1.5,,Weapons,true
BowSpineSnap,$item_bow_snipesnap,Bow,1,1.5,Mistlands,Weapons,true
Bread,$item_bread,Consumable,20,0.5,Plains,Food,true
BreadDough,$item_breaddough,Material,20,0.5,Plains,Materials,true
Bronze,$item_bronze,Material,30,12,BlackForest,Materials,true
BronzeNails,$item_bronzenails,Material,100,0.5,BlackForest,Materials,true
BronzeScrap,$item_bronzescrap,Material,30,10,BlackForest,Materials,true
BugMeat,$item_bug_meat,Material,20,1,,Materials,true
CandleWick,$item_candlewick,Material,50,0.3,Ashlands,Materials,true
CapeAsh,$item_cape_ash,Shoulder,1,4,Ashlands,Armor,true
CapeAsksvin,$item_cape_asksvin,Shoulder,1,4,Ashlands,Armor,true
CapeDeerHide,$item_cape_deerhide,Shoulder,1,4,Meadows,Armor,true
CapeFeather,$item_cape_feather,Shoulder,1,4,,Armor,true
CapeLinen,$item_cape_linen,Shoulder,1,4,Plains,Armor,true
CapeLox,$item_cape_lox,Shoulder,1,4,Plains,Armor,true
CapeOdin,$item_cape_odin,Shoulder,1,4,,Armor,true
CapeTrollHide,$item_cape_trollhide,Shoulder,1,4,BlackForest,Armor,true
CapeWolf,$item_cape_wolf,Shoulder,1,4,Mountain,Armor,true
Carapace,$item_carapace,Material,50,2,Mistlands,Materials,true
Carrot,$item_carrot,Consumable,50,0.3,BlackForest,Food,true
CarrotSeeds,$item_carrotseeds,Material,100,0.1,BlackForest,Materials,true
CarrotSoup,$item_carrotsoup,Consumable,10,1,BlackForest,Food,true
Catapult_ammo,$item_catapult_training_ammo,Material,50,0.3,,Materials,true
CelestialFeather,$item_celestialfeather,Material,50,0.5,Ashlands,Materials,true
CeramicPlate,$item_ceramicplate,Material,30,2,Ashlands,Materials,true
Chain,$item_chain,Material,50,2,Swamp,Materials,true
CharcoalResin,$item_charcoalresin,Material,50,0.3,,Materials,true
CharredBone,$item_charredbone,Material,50,0.5,Ashlands,Materials,true
CharredCogwheel,$item_charredcogwheel,Material,10,5,Ashlands,Materials,true
Charredskull,$item_charredskull,Material,50,2,Ashlands,Materials,true
chest_hildir1,$item_chest_hildir1,Misc,1,200,,Items,
chest_hildir2,$item_chest_hildir2,Misc,1,200,,Items,
chest_hildir3,$item_chest_hildir3,Misc,1,200,,Items,
ChickenEgg,$item_chicken_egg,Misc,20,1,Plains,Items,true
ChickenMeat,$item_chicken_meat,Material,20,1,Plains,Materials,true
Chitin,$item_chitin,Material,50,2,Ocean,Materials,true
Cloudberry,$item_cloudberries,Consumable,50,0.1,Plains,Food,true
Club,$item_club,OneHandedWeapon,1,2,Meadows,Weapons,true
Coal,$item_coal,Material,50,2,,Materials,true
Coins,$item_coins,Material,999,0.1,Global,Materials,true
CookedAsksvinMeat,$item_asksvin_meat_cooked,Consumable,20,1,Ashlands,Food,true
CookedBjornMeat,$item_bjorn_meat_cooked,Consumable,20,1,,Food,true
CookedBoneMawSerpentMeat,$item_bonemawmeat_cooked,Consumable,50,10,Ashlands,Food,true
CookedBugMeat,$item_bug_meat_cooked,Consumable,20,1,,Food,true
CookedChickenMeat,$item_chicken_meat_cooked,Consumable,20,1,Plains,Food,true
CookedDeerMeat,$item_deer_meat_cooked,Consumable,20,1,Meadows,Food,true
CookedEgg,$item_egg_cooked,Consumable,20,1,,Food,true
CookedHareMeat,$item_hare_meat_cooked,Consumable,20,1,Mistlands,Food,true
CookedLoxMeat,$item_loxmeat_cooked,Consumable,20,2,Plains,Food,true
CookedMeat,$item_boar_meat_cooked,Consumable,20,1,Meadows,Food,true
CookedVoltureMeat,$item_volture_meat_cooked,Consumable,20,1,Ashlands,Food,true
CookedWolfMeat,$item_wolf_meat_cooked,Consumable,20,1,Mountain,Food,true
Copper,$item_copper,Material,30,12,BlackForest,Materials,true
CopperOre,$item_copperore,Material,30,10,BlackForest,Materials,true
CopperScrap,$item_copperscrap,Material,30,10,BlackForest,Materials,true
CrossbowArbalest,$item_crossbow_arbalest,Bow,1,1.5,Mistlands,Weapons,true
CrossbowRipper,$item_crossbow_ripper,Bow,1,1.5,,Weapons,true
CrossbowRipperBlood,$item_crossbow_ripper_blood,Bow,1,1.5,,Weapons,true
CrossbowRipperLightning,$item_crossbow_ripper_lightning,Bow,1,1.5,,Weapons,true
CrossbowRipperNature,$item_crossbow_ripper_nature,Bow,1,1.5,,Weapons,true
CryptKey,$item_cryptkey,Misc,1,0.1,Swamp,Items,true
Crystal,$item_crystal,Material,50,1,Mountain,Materials,true
Cultivator,$item_cultivator,Tool,1,2,,Tools,true
CuredSquirrelHamstring,$item_curedsquirrelhamstring,Material,50,0.5,,Materials,true
Dandelion,$item_dandelion,Material,50,0.1,Meadows,Materials,true
DeerHide,$item_deerhide,Material,50,1,Meadows,Materials,true
DeerMeat,$item_deer_meat,Material,20,1,Meadows,Materials,true
DeerStew,$item_deerstew,Consumable,10,1,Meadows,Food,true
Demister,$item_demister,Utility,1,0.1,Mistlands,Tools,true
DragonEgg,$item_dragonegg,Misc,1,200,Mountain,Items,true
DragonTear,$item_dragontear,Misc,50,1,Mountain,Items,true
DvergerArbalest,$item_crossbow_arbalest,Utility,1,1.5,Mistlands,Tools,
DvergerArbalest_shoot,$item_crossbow_arbalest,OneHandedWeapon,1,1.5,Mistlands,Weapons,
DvergerArbalest_shootAshlands,$item_crossbow_arbalest,OneHandedWeapon,1,1.5,Ashlands,Weapons,
DvergrKey,$item_dvergrkey,Misc,1,0.5,Mistlands,Items,true
DvergrKeyFragment,$item_dvergrkeyfragment,Material,9,0.5,Mistlands,Materials,true
DvergrNeedle,$item_dvergrneedle,Material,10,5,Mistlands,Materials,true
DyrnwynBladeFragment,$item_Dyrnwyn_blade,Material,1,0.5,Meadows,Materials,true
DyrnwynHiltFragment,$item_Dyrnwyn_hilt,Material,1,0.5,Meadows,Materials,true
DyrnwynTipFragment,$item_Dyrnwyn_tip,Material,1,0.5,Meadows,Materials,true
Ectoplasm,$item_ectoplasm,Material,50,2,,Materials,true
Eitr,$item_eitr,Material,30,5,Mistlands,Materials,true
ElderBark,$item_elderbark,Material,50,2,Swamp,Materials,true
Entrails,$item_entrails,Material,50,0.5,Swamp,Materials,true
Eyescream,$item_eyescream,Consumable,10,0.5,,Food,true
FaderDrop,$item_fader_drop,Material,30,1,Ashlands,Materials,true
FeastAshlands,$item_feastashlands,Consumable,1,1,Ashlands,Food,true
FeastAshlands_Material,$item_feastashlands,Material,5,10,Ashlands,Materials,true
FeastBlackforest,$item_feastblackforest,Consumable,1,1,BlackForest,Food,true
FeastBlackforest_Material,$item_feastblackforest,Material,5,10,BlackForest,Materials,true
Feaster,$item_feaster,Tool,1,2,,Tools,true
FeastMeadows,$item_feastmeadows,Consumable,1,1,Meadows,Food,true
FeastMeadows_Material,$item_feastmeadows,Material,5,10,Meadows,Materials,true
FeastMistlands,$item_feastmistlands,Consumable,1,1,Mistlands,Food,true
FeastMistlands_Material,$item_feastmistlands,Material,5,10,Mistlands,Materials,true
FeastMountains,$item_feastmountains,Consumable,1,1,Mountain,Food,true
FeastMountains_Material,$item_feastmountains,Material,5,10,Mountain,Materials,true
FeastOceans,$item_feastoceans,Consumable,1,1,Ocean,Food,true
FeastOceans_Material,$item_feastoceans,Material,5,10,Ocean,Materials,true
FeastPlains,$item_feastplains,Consumable,1,1,Plains,Food,true
FeastPlains_Material,$item_feastplains,Material,5,10,Plains,Materials,true
FeastSwamps,$item_feastswamps,Consumable,1,1,Swamp,Food,true
FeastSwamps_Material,$item_feastswamps,Material,5,10,Swamp,Materials,true
Feathers,$item_feathers,Material,50,0.1,,Materials,true
Fiddleheadfern,$item_fiddleheadfern,Consumable,50,0.1,,Food,true
FierySvinstew,$item_fierysvinstew,Consumable,10,1,,Food,true
FineWood,$item_finewood,Material,50,2,Meadows,Materials,true
FirCone,$item_fircone,Material,100,0.1,BlackForest,Materials,true
FireworksRocket_Blue,$item_fireworkrocket_blue,Material,10,0.5,,Materials,true
FireworksRocket_Cyan,$item_fireworkrocket_cyan,Material,10,0.5,,Materials,true
FireworksRocket_Green,$item_fireworkrocket_green,Material,10,0.5,,Materials,true
FireworksRocket_Purple,$item_fireworkrocket_purple,Material,10,0.5,,Materials,true
FireworksRocket_Red,$item_fireworkrocket_red,Material,10,0.5,,Materials,true
FireworksRocket_White,$item_fireworkrocket_white,Material,10,0.5,,Materials,true
FireworksRocket_Yellow,$item_fireworkrocket_yellow,Material,10,0.5,,Materials,true
Fish1,$animal_fish1,Fish,10,2,Ocean,Fishing,true
Fish10,$animal_fish10,Fish,10,2,Ocean,Fishing,true
Fish11,$animal_fish11,Fish,10,2,Ocean,Fishing,true
Fish12,$animal_fish12,Fish,10,2,Ocean,Fishing,true
Fish2,$animal_fish2,Fish,10,2,Ocean,Fishing,true
Fish3,$animal_fish3,Fish,10,2,Ocean,Fishing,true
Fish4_cave,$animal_fish4,Fish,10,2,Ocean,Fishing,true
Fish5,$animal_fish5,Fish,10,2,Ocean,Fishing,true
Fish6,$animal_fish6,Fish,10,2,Ocean,Fishing,true
Fish7,$animal_fish7,Fish,10,2,Ocean,Fishing,true
Fish8,$animal_fish8,Fish,10,2,Ocean,Fishing,true
Fish9,$animal_fish9,Fish,10,2,Ocean,Fishing,true
FishAndBread,$item_fishandbread,Consumable,10,1,Ocean,Food,true
FishAndBreadUncooked,$item_fishandbreaduncooked,Material,10,1,Ocean,Materials,true
FishAnglerRaw,$item_fish_raw,Material,20,0.5,Ocean,Materials,true
FishCooked,$item_fish_cooked,Consumable,20,0.5,Ocean,Food,true
FishingBait,$item_fishingbait,Ammo,100,0.1,Ocean,Weapons,true
FishingBaitAshlands,$item_fishingbait_ashlands,Ammo,100,0.1,Ashlands,Weapons,true
FishingBaitCave,$item_fishingbait_cave,Ammo,100,0.1,Mountain,Weapons,true
FishingBaitDeepNorth,$item_fishingbait_deepnorth,Ammo,100,0.1,Ocean,Weapons,true
FishingBaitForest,$item_fishingbait_forest,Ammo,100,0.1,Ocean,Weapons,true
FishingBaitMistlands,$item_fishingbait_mistlands,Ammo,100,0.1,Mistlands,Weapons,true
FishingBaitOcean,$item_fishingbait_ocean,Ammo,100,0.1,Ocean,Weapons,true
FishingBaitPlains,$item_fishingbait_plains,Ammo,100,0.1,Plains,Weapons,true
FishingBaitSwamp,$item_fishingbait_swamp,Ammo,100,0.1,Swamp,Weapons,true
FishingRod,$item_fishingrod,TwoHandedWeapon,1,1.5,Ocean,Weapons,true
FishRaw,$item_fish_raw,Material,20,0.5,Ocean,Materials,true
FishWraps,$item_fishwraps,Consumable,10,1,Ocean,Food,true
FistBjornClaw,$item_fistweapon_bjorn,TwoHandedWeapon,1,2,,Weapons,true
FistBjornUndeadClaw,$item_fistweapon_bjorn_undead,TwoHandedWeapon,1,2,,Weapons,true
FistFenrirClaw,$item_fistweapon_fenris,TwoHandedWeapon,1,2,Mountain,Weapons,true
Flametal,$item_flametal_old,Material,30,12,Ashlands,Materials,true
FlametalNew,$item_flametal,Material,30,12,Ashlands,Materials,true
FlametalOre,$item_flametalore_old,Material,30,12,Ashlands,Materials,true
FlametalOreNew,$item_flametalore,Material,30,10,Ashlands,Materials,true
Flax,$item_flax,Material,100,0.2,Plains,Materials,true
Flint,$item_flint,Material,30,2,Meadows,Materials,true
FragrantBundle,$item_fragrantbundle,Material,50,0.5,Meadows,Materials,true
FreezeGland,$item_freezegland,Material,50,0.5,Mountain,Materials,true
FreshSeaweed,$item_freshseaweed,Material,50,0.5,,Materials,true
GemstoneBlue,$item_gemstone_blue,Material,50,2,Meadows,Materials,true
GemstoneGreen,$item_gemstone_green,Material,50,2,Meadows,Materials,true
GemstoneRed,$item_gemstone_red,Material,50,2,Meadows,Materials,true
GiantBloodSack,$item_bloodclot,Material,50,0.5,,Materials,true
GoblinTotem,$item_goblintotem,Misc,30,1,Plains,Items,true
Grausten,$item_grausten,Material,50,2,,Materials,true
GreydwarfEye,$item_greydwarfeye,Material,50,0.2,BlackForest,Materials,true
Guck,$item_guck,Material,50,0.5,Swamp,Materials,true
Hammer,$item_hammer,Tool,1,2,,Tools,true
HardAntler,$item_hardantler,Material,50,2,,Materials,true
HareMeat,$item_hare_meat,Material,20,1,Mistlands,Materials,true
HelmetAshlandsMediumHood,$item_helmet_medium_ashlands,Helmet,1,1,Ashlands,Armor,true
HelmetBerserkerHood,$item_helmet_berserker,Helmet,1,1,,Armor,true
HelmetBerserkerUndead,$item_helmet_berserker_undead,Helmet,1,1,,Armor,true
HelmetBronze,$item_helmet_bronze,Helmet,1,3,BlackForest,Armor,true
HelmetCarapace,$item_helmet_carapace,Helmet,1,3,Mistlands,Armor,true
HelmetCelebration,$item_helmet_celebration,Helmet,1,3,,Armor,true
HelmetDrake,$item_helmet_drake,Helmet,1,3,Mountain,Armor,true
HelmetDverger,$item_helmet_dverger,Helmet,1,1,,Armor,true
HelmetFenring,$item_helmet_fenris,Helmet,1,1,Mountain,Armor,true
HelmetFishingHat,$item_helmet_fishinghat,Helmet,1,3,Ocean,Armor,true
HelmetFlametal,$item_helmet_flametal,Helmet,1,3,Ashlands,Armor,true
HelmetHat1,$item_helmet_hat1,Helmet,1,3,,Armor,true
HelmetHat10,$item_helmet_hat10,Helmet,1,3,,Armor,true
HelmetHat2,$item_helmet_hat2,Helmet,1,3,,Armor,true
HelmetHat3,$item_helmet_hat3,Helmet,1,3,,Armor,true
HelmetHat4,$item_helmet_hat4,Helmet,1,3,,Armor,true
HelmetHat5,$item_helmet_hat5,Helmet,1,3,,Armor,true
HelmetHat6,$item_helmet_hat6,Helmet,1,3,,Armor,true
HelmetHat7,$item_helmet_hat7,Helmet,1,3,,Armor,true
HelmetHat8,$item_helmet_hat8,Helmet,1,3,,Armor,true
HelmetHat9,$item_helmet_hat9,Helmet,1,3,,Armor,true
HelmetIron,$item_helmet_iron,Helmet,1,3,Swamp,Armor,true
HelmetLeather,$item_helmet_leather,Helmet,1,1,Meadows,Armor,true
HelmetMage,$item_helmet_mage,Helmet,1,1,Mistlands,Armor,true
HelmetMage_Ashlands,$item_helmet_mage_ashlands,Helmet,1,1,Ashlands,Armor,true
HelmetMidsummerCrown,$item_helmet_midsummercrown,Helmet,1,1,,Armor,true
HelmetOdin,$item_helmet_odin,Helmet,1,1,,Armor,true
HelmetPadded,$item_helmet_padded,Helmet,1,3,Plains,Armor,true
HelmetPointyHat,$item_helmet_witchhat,Helmet,1,3,,Armor,true
HelmetRoot,$item_helmet_root,Helmet,1,3,Swamp,Armor,true
HelmetStrawHat,$item_helmet_strawhat,Helmet,1,3,,Armor,true
HelmetSweatBand,$item_helmet_sweatband,Helmet,1,1,,Armor,true
HelmetTrollLeather,$item_helmet_trollleather,Helmet,1,1,BlackForest,Armor,true
HelmetYule,$item_helmet_yule,Helmet,1,1,,Armor,true
HildirKey_forestcrypt,$item_hildirkey1,Misc,1,0.1,,Items,true
HildirKey_mountaincave,$item_hildirkey2,Misc,1,0.1,Mountain,Items,true
HildirKey_plainsfortress,$item_hildirkey3,Misc,1,0.1,Plains,Items,true
Hoe,$item_hoe,Tool,1,2,,Tools,true
Honey,$item_honey,Consumable,50,0.2,Meadows,Food,true
HoneyGlazedChicken,$item_honeyglazedchicken,Consumable,10,1,Meadows,Food,true
